Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Turkey and Swiss Croissant,Kosher,Dinner,"Milk, Wheat, Soybeans",[],2023-01-25,643,1 EACH,42.2g,35.3g,12.1g,0.1g,0g,5.8g,62.6mg,0g,1431.1mg,28.3g,326.3mg,3.1mg,0mcg,87.7mg
Wrapped Brownie,Kosher,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-25,421,1 EACH,16.1g,64.8g,4g,2.3g,0g,48.6g,0mg,0g,278.7mg,2.3g,0.7mg,3.3mg,0mcg,0mg
Pasta Bar,Kosher,Dinner,,[],2023-01-25,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Basmati Rice,Kosher,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,172,4 OZ,2.5g,33.6g,0.8g,0g,0g,0g,0mg,0g,64.6mg,2.8g,2.2mg,0mg,0mcg,0.7mg
Halal Mongolian Beef,Kosher,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Smart Check', 'Less Sodium']",2023-01-25,161,4 OZ,5.8g,4.6g,1.8g,0.8g,0g,2.1g,46.6mg,0g,199.2mg,21.6g,21.9mg,1.9mg,0mcg,344.1mg
Pepperoni Pizza,Kosher,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-01-25,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,Kosher,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-01-25,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Lemon Delights,Kosher,Dinner,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-01-25,238,1 EACH,10.5g,34.6g,7g,0g,0g,22.2g,15.4mg,6.9g,161.2mg,2.1g,0mg,0.7mg,0mcg,35.9mg
Blueberry Stuffed French Toast,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-06,280,1/28 PAN,13g,30.1g,6.8g,1.3g,0g,8.8g,158.4mg,1g,330.2mg,10.5g,132.6mg,2mg,1.5mcg,106.7mg
Cheesy Scrambled Eggs,Kosher,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
French Toast,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-06,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Hard Boiled Eggs,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
McHusky Breakfast Sandwich,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans",[],2023-02-06,402,1 EACH,24.7g,31.5g,8.3g,0g,0g,1.5g,150.4mg,1g,821.4mg,16.6g,185.8mg,3mg,1.7mcg,192.4mg
Oat Milk Pancakes,Kosher,Breakfast,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,264,2 EACH,3.1g,52g,0.3g,0g,0g,13.6g,0mg,12.4g,572.5mg,6.5g,341.4mg,2.7mg,1mcg,155.3mg
Overnight Oats,Kosher,Breakfast,"Milk, Gluten","['Less Sodium', 'Vegetarian']",2023-02-06,164,1/2 CUP,3.3g,29.5g,0.5g,0g,0g,10.1g,1.2mg,7.7g,39mg,6.4g,139.7mg,1.1mg,1mcg,218.1mg
Scrambled Eggs,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Breakfast Potatoes,Kosher,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Chorizo Sausage Patties,Kosher,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-06,158,1 EACH,14.3g,1g,4.5g,0g,0.1g,0g,29.3mg,0g,363.4mg,6.1g,13.1mg,0.7mg,mcg,mg
Plant-Based Breakfast Sausage,Kosher,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Assorted Muffins,Kosher,Breakfast,"Eggs, Wheat, Soybeans, Coconut","['Contains Nuts', 'Vegetarian']",2023-02-06,227,1 EA,8.6g,37.5g,1.7g,0.8g,0g,18.8g,26.9mg,18g,2631.4mg,3g,183.4mg,1.2mg,0mcg,57.6mg
Breakfast Potatoes,Kosher,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Eggwhite Omelet,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,31,4 OZ,0g,0g,0g,0g,0g,0g,0mg,0g,92.4mg,6.2g,3.7mg,0mg,0mcg,92.4mg
Oatmeal Cereal,Kosher,Breakfast,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,142,6 OZ,2.8g,25.5g,0.5g,0g,0g,0.9g,0mg,0g,333.4mg,4.7g,24mg,1.4mg,0mcg,141.7mg
Pancakes,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-06,200,2 EACH,4g,37g,1g,1g,0g,7g,10mg,0g,462.4mg,5g,21.8mg,1.8mg,0mcg,220mg
Omelet Bar,Kosher,Breakfast,,[],2023-02-06,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Waffles,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2023-02-06,361,1 EACH,16.7g,48g,9.1g,0g,0g,2g,111.6mg,0g,979.6mg,7.7g,208.6mg,2.3mg,0.4mcg,28.9mg
Chocolate Chip Bread,Kosher,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,255,1/16 LOAF,10.8g,38g,5.2g,0.7g,0g,23.1g,39.9mg,0g,187.2mg,3.1g,13.9mg,1.2mg,0mcg,61.2mg
Grilled Chicken Breast,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Fireside Skillet Beef,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-06,211,6 OZ,8.7g,4.6g,3.4g,0.6g,0g,1.9g,74.2mg,0g,122.2mg,27.9g,23.3mg,2.7mg,0.1mcg,588.2mg
General Tso's Chicken,Kosher,Lunch,"Eggs, Wheat, Soybeans, Gluten",[],2023-02-06,327,6 OZ,18g,24.6g,2.2g,2.1g,0g,10.7g,40mg,0g,857.1mg,18.4g,43mg,1.3mg,0mcg,364mg
Spring Vegetable Lo Mein,Kosher,Lunch,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2023-02-06,274,6 OZ,5.9g,47.4g,0.6g,2.2g,0g,9.1g,0mg,5.5g,630.1mg,9g,44.9mg,1.7mg,0mcg,158mg
Sausage & Lentil Soup,Kosher,Lunch,,['Gluten Friendly'],2023-02-06,254,6 OZL,3.4g,37g,1g,15g,1g,4.5g,12.8mg,0.2g,544.4mg,16.5g,48.2mg,4.4mg,0mcg,252.4mg
Chili & Cheese Dog,Kosher,Lunch,"Milk, Wheat, Soybeans",[],2023-02-06,486,1 EACH,32.2g,25.2g,13.8g,1.2g,0.1g,3.9g,72mg,0g,1070.9mg,21.2g,295.1mg,2.5mg,0mcg,73.3mg
Cuban Black Beans,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,174,4 OZ,8.9g,19.6g,1.2g,0.8g,0g,6.2g,0mg,0g,434.8mg,4.4g,33.4mg,1.3mg,0mcg,340.8mg
Baked Plantains,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,194,3 EACH,3.7g,38.8g,0.7g,1.5g,0g,32.8g,0mg,0g,0mg,0.7g,5.2mg,0.4mg,0mcg,552.1mg
Basmati Rice,Kosher,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,178,4 OZ,2.6g,34.9g,0.8g,0g,0g,0g,0mg,0g,23.8mg,2.9g,2.1mg,0mg,0mcg,0mg
Cuban Black Beans,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,174,4 OZ,8.9g,19.6g,1.2g,0.8g,0g,6.2g,0mg,0g,434.8mg,4.4g,33.4mg,1.3mg,0mcg,340.8mg
Grilled Cheese,Kosher,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-06,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Honey Glazed Carrots,Kosher,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,77,3 OZ,2.3g,14.2g,0.7g,2.1g,0g,11.1g,0mg,5.5g,47.2mg,0.9g,22.7mg,0.4mg,mcg,273.3mg
Sauteed Kale,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,49,3 OZ,1.6g,7.6g,0.2g,3g,0g,2g,0mg,0g,30.7mg,3.5g,122.1mg,1.2mg,0mcg,401.7mg
Spanish Arroz Amarillo,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,163,4 OZ,0.9g,34.4g,0.1g,0g,0g,0.5g,0mg,0g,407.2mg,3.7g,31.1mg,1.9mg,0mcg,108.6mg
Marinara Sauce,Kosher,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Beef Burger w/ Bun,Kosher,Lunch,"Wheat, Soybeans",['Less Sodium'],2023-02-06,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Beef Cheeseburger No Bun,Kosher,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-06,292,1 EACH,19.3g,1.5g,8.2g,0g,0.7g,0.5g,90.9mg,0g,325.6mg,27g,91.2mg,2.6mg,0.1mcg,375.1mg
Shoestring Fries,Kosher,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-06,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
South Western California Veggie Burger,Kosher,Lunch,"Wheat, Soybeans, Gluten","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-06,313,1 EACH,7.3g,47.5g,0g,6.1g,0g,5.5g,0mg,0g,527.1mg,11.5g,102.8mg,3.9mg,0mcg,30.1mg
Crustless Quiche,Kosher,Lunch,"Milk, Eggs, Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian']",2023-02-06,129,1/36 PIE,10g,3.6g,5.5g,0.1g,0g,0.1g,158.5mg,0g,161.1mg,7.6g,115.3mg,0.6mg,0mcg,52.8mg
Italian Squash,Kosher,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,51,4 oz,1.4g,5.9g,1.1g,0.6g,0g,3.7g,3.2mg,0.4g,159.7mg,3.5g,86.8mg,0.5mg,0mcg,270.7mg
Soup Cream of Tomato,Kosher,Lunch,"Milk, Wheat, Soybeans",['Less Sodium'],2023-02-06,121,6 OZ,5.5g,15.1g,2g,0.4g,0g,9.7g,4mg,5.7g,183.4mg,2.6g,94mg,0.5mg,1mcg,109.3mg
Spinach Quesadillas,Kosher,Lunch,"Milk, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-06,301,1/2 EACH,16.1g,26.9g,6.3g,0.9g,0g,0.1g,27.4mg,0g,443.7mg,11.3g,286.5mg,2.7mg,0mcg,78.4mg
Omelet Bar,Kosher,Lunch,,[],2023-02-06,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Waffles,Kosher,Lunch,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2023-02-06,361,1 EACH,16.7g,48g,9.1g,0g,0g,2g,111.6mg,0g,979.6mg,7.7g,208.6mg,2.3mg,0.4mcg,28.9mg
Grilled Chicken Caprese Grinder,Kosher,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-06,422,1 slice,15.6g,41.4g,6.1g,1g,0g,3.1g,59.6mg,0g,760.4mg,30.3g,277.8mg,3.1mg,0mcg,199.9mg
Pepperoni Pizza,Kosher,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-06,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,Kosher,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-06,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Chocolate Chip Cookie,Kosher,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,170,1 EACH,8g,23g,4g,1g,0g,15g,10mg,0g,130mg,2g,0mg,2mg,mcg,70mg
Lemon Shortbread Bars,Kosher,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,198,1/35 HFPAN,8.2g,29.7g,5g,0g,0g,17.2g,13.9mg,13.1g,234.7mg,1.4g,13.8mg,0.6mg,0mcg,27.6mg
Chickpea Pasta With Roasted Vegetables and White Beans,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-06,161,6 OZ,3.5g,26.7g,0.2g,6.2g,0g,5.9g,0mg,0g,362.7mg,9.7g,54.4mg,3.8mg,0mcg,133mg
Alabama BBQ Chicken,Kosher,Dinner,Soybeans,['Gluten Friendly'],2023-02-06,317,1 EACH,17.6g,0.3g,2.5g,0.3g,0g,0g,164.1mg,0g,523.8mg,35.1g,32.8mg,1.7mg,0mcg,1.7mg
Cheese Manicotti,Kosher,Dinner,"Milk, Eggs, Wheat",['Vegetarian'],2023-02-06,496,2 EACH,20.1g,57.1g,8.2g,2.7g,0g,16.8g,95.1mg,0g,1215.6mg,21.4g,353.7mg,5.1mg,0mcg,91.2mg
Jaeger Schnitzel,Kosher,Dinner,"Milk, Eggs, Wheat, Gluten",[],2023-02-06,505,1 EACH,30g,24.2g,6.4g,1g,0g,1.4g,137.7mg,0g,816.2mg,33.2g,66.6mg,2mg,0.3mcg,150.1mg
Honey Roasted Carrots & Apples,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,136,3 oz,9.3g,13.8g,1.3g,2.3g,0g,10.2g,0mg,3.7g,246.3mg,0.9g,24.1mg,0.5mg,0mcg,290.5mg
Mexican Corn,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,69,3 OZ,0g,16g,0g,0g,0g,1.2g,0mg,0g,1mg,1g,0mg,0mg,mcg,mg
Mexican Street Corn,Kosher,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,119,1 EACH,4.5g,18.6g,1g,2.4g,0g,3.4g,1.9mg,0g,163.4mg,3.2g,24.7mg,0mg,0mcg,190.9mg
Ranch Roasted Potatoes,Kosher,Dinner,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,140,4 OZ,6.8g,20.2g,0.5g,2.4g,0g,2.3g,0.2mg,0g,5.4mg,3.1g,21mg,0.9mg,0mcg,556mg
Spaetzle,Kosher,Dinner,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-06,276,4 oz,13.8g,27.5g,9.2g,1.5g,0g,1.5g,85.6mg,0g,157.3mg,7.8g,616.4mg,1.3mg,0mcg,9.3mg
Marinara Sauce,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Beef Burger w/ Bun,Kosher,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-06,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Beef Cheeseburger No Bun,Kosher,Dinner,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-06,292,1 EACH,19.3g,1.5g,8.2g,0g,0.7g,0.5g,90.9mg,0g,325.6mg,27g,91.2mg,2.6mg,0.1mcg,375.1mg
Grilled Chicken Breast,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,Kosher,Dinner,,['Gluten Friendly'],2023-02-06,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Shoestring Fries,Kosher,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-06,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
Baby Carrots,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,37,3 OZ,0g,7.5g,0g,2.1g,0g,4.3g,0mg,0g,58.7mg,0.5g,21.3mg,0mg,0mcg,mg
Chicken Vegetable Soup,Kosher,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-02-06,37,6 OZL,1.2g,3.2g,0g,0.7g,0g,1.5g,11mg,0.2g,476.5mg,4g,21.9mg,0.2mg,0mcg,173.8mg
Oven Roasted Potatoes,Kosher,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,104,4 OZ,2.8g,20.4g,0.9g,2.5g,0g,2.4g,0mg,0g,76mg,3.2g,20.4mg,0.9mg,0mcg,563.7mg
Yankee Pot Roast,Kosher,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-02-06,231,4 OZ,7.8g,8.3g,2g,0.8g,0g,2.2g,91.2mg,0.7g,144.7mg,31.1g,25.6mg,4mg,0mcg,197.8mg
"Bacon, Egg & Cheese Bagel",Kosher,Dinner,"Milk, Eggs, Wheat, Soybeans",[],2023-02-06,473,1 EACH,15g,62g,5.3g,2g,0g,6.6g,140.1mg,6.1g,1068.2mg,20.6g,181mg,5.1mg,1.1mcg,180.1mg
Classic Italian Combo,Kosher,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",[],2023-02-06,1026,1 EACH,56.7g,76g,22.9g,0.1g,0g,6.1g,841.5mg,0g,3548.7mg,47.2g,301.3mg,5mg,0mcg,9.3mg
Garden Side Salad,Kosher,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,52,1 EACH,0.4g,11.4g,0.1g,3.7g,0g,5.6g,0mg,0g,32.4mg,2.2g,63.3mg,1.3mg,0mcg,419.3mg
Garden Side Salad with Scoop Tuna,Kosher,Dinner,Fish,"['Gluten Friendly', 'Less Sodium']",2023-02-06,255,1 EACH,15g,10.4g,1.4g,3.3g,0g,4.9g,26.3mg,0g,305.9mg,18.8g,58.7mg,1.9mg,0mcg,382.2mg
Gluten Free Egg And Cheese Bagel,Kosher,Dinner,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Vegetarian']",2023-02-06,436,1 EACH,20.5g,49.5g,8.8g,0g,0g,5.5g,130.1mg,0g,858.4mg,15.5g,155.9mg,2.1mg,1.1mcg,92.4mg
Gluten Free Ham & Cheese Sandwich,Kosher,Dinner,"Milk, Soybeans",['Gluten Friendly'],2023-02-06,410,1 EACH,15.9g,51g,6.1g,5.2g,0g,11.7g,65.8mg,6g,1979mg,19.9g,164.7mg,1.8mg,0.1mcg,132.3mg
Large Chocolate Chip Cookie,Kosher,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,500,1 EACH,22g,70g,12g,2g,0g,44g,40mg,0g,380mg,6g,22mg,4mg,mcg,mg
Red Pepper Hummus Wrap,Kosher,Dinner,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2023-02-06,498,1 EACH,18.8g,68.6g,3g,4.1g,0g,5.2g,0mg,0g,980.4mg,11.8g,163.7mg,5.1mg,0mcg,294.2mg
Turkey and Swiss Croissant,Kosher,Dinner,"Milk, Wheat, Soybeans",[],2023-02-06,643,1 EACH,42.2g,35.3g,12.1g,0.1g,0g,5.8g,62.6mg,0g,1431.1mg,28.3g,326.3mg,3.1mg,0mcg,87.7mg
Wrapped Brownie,Kosher,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,421,1 EACH,16.1g,64.8g,4g,2.3g,0g,48.6g,0mg,0g,278.7mg,2.3g,0.7mg,3.3mg,0mcg,0mg
Mac & Cheese Bar,Kosher,Dinner,,[],2023-02-06,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Chicken with Harissa And Feta,Kosher,Dinner,Milk,['Gluten Friendly'],2023-02-06,311,6 OZ,20g,4.8g,4g,0.8g,0g,1.1g,76mg,0g,531.4mg,29.6g,53.1mg,1.4mg,0mcg,132.1mg
Orzo w/ Peppers & Broccoli,Kosher,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,158,4 OZ,2.2g,28.2g,0.1g,2g,0g,2.1g,0mg,0g,104.8mg,5.2g,11.5mg,1.4mg,0mcg,83.5mg
Pepperoni Pizza,Kosher,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-06,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,Kosher,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-06,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Chocolate Brownies,Kosher,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,203,1/96 SHEET,8.8g,28.4g,2g,1g,0g,21.3g,14.2mg,19.2g,122.1mg,1.5g,12.4mg,1.7mg,0.1mcg,76.3mg
Blueberry Pancakes,Kosher,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-07,498,2 EACH,20.7g,61g,2.3g,1.2g,0g,19.2g,114.6mg,14.2g,453.1mg,13.1g,304.6mg,3.7mg,0.7mcg,227.1mg
Buttermilk Pancakes,Kosher,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-07,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cheesy Scrambled Eggs,Kosher,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Hard Boiled Eggs,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Overnight Oats,Kosher,Breakfast,"Milk, Gluten","['Less Sodium', 'Vegetarian']",2023-02-07,164,1/2 CUP,3.3g,29.5g,0.5g,0g,0g,10.1g,1.2mg,7.7g,39mg,6.4g,139.7mg,1.1mg,1mcg,218.1mg
Scrambled Eggs,Kosher,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Mini Potato Pancakes,Kosher,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-07,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
Plant-Based Breakfast Sausage,Kosher,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Sausage Patties,Kosher,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-07,253,2 EACH,24.3g,0g,9.1g,0g,0g,0g,40.5mg,0g,546.8mg,8.1g,0mg,0.4mg,mcg,mg
French Toast,Kosher,Breakfast,"Eggs, Wheat, Soybeans",['Vegetarian'],2023-02-07,511,2 SLICES,13.6g,68.5g,3.2g,0.3g,0g,4g,362.7mg,4g,818.7mg,24.8g,174mg,6.4mg,2.1mcg,281.5mg
